famille,activitesprincipales,tailleentreprisesquirecrutent
Coordination Projets,"Analyser, conseiller, et faire des recommandations de façon à améliorer l'efficience et l'efficacité des solutions techniques mises en place,Travailler en collaboration avec les ingénieurs techniques et autres experts afin de rechercher et fournir des solutions,Identifier les risques et saisir les opportunités liés à son domaine de spécialité, les communiquer aux parties prenantes appropriées dans le projet et préconiser des plans d'action,Assurer la promotion des techniques nouvelles,Participer à l'élaboration et la révision de normes / documentation technique dans le cadre du projet,Animer des formations internes et externes ,Observer, analyser et conduire les évolutions technologiques et scientifiques dans son domaine d'intervention (veille technique et concurrentielle)","[{'name': 'sans salariés', 'value': 4}, {'name': '1-9 salariés', 'value': 117}, {'name': '10-49 salariés', 'value': 115}, {'name': '50 salariés et plus', 'value': 97}, {'name': '250 salariés et plus', 'value': 102}, {'name': 'non renseigné', 'value': 50}]"
Exploitation / Amélioration Continue,"Analyser et préconiser des solutions techniques en avant-vente,Analyser, recommander et valider des solutions techniques,Concevoir et mettre en oeuvre des solutions techniques, des normes et des procédures,Optimiser les performances des infrastructures,Effectuer une veille technologique dans son domaine d'intervention","[{'name': 'sans salariés', 'value': 6}, {'name': '1-9 salariés', 'value': 18}, {'name': '10-49 salariés', 'value': 33}, {'name': '50 salariés et plus', 'value': 17}, {'name': '250 salariés et plus', 'value': 34}, {'name': 'non renseigné', 'value': 32}]"
Exploitation / Amélioration Continue,"Analyser et préconiser des solutions techniques en avant-vente,Analyser, recommander et valider des solutions techniques,Concevoir et mettre en oeuvre des solutions techniques, des normes et des procédures,Optimiser les performances des infrastructures,Effectuer une veille technologique dans son domaine d'intervention","[{'name': 'sans salariés', 'value': 6}, {'name': '1-9 salariés', 'value': 18}, {'name': '10-49 salariés', 'value': 33}, {'name': '50 salariés et plus', 'value': 17}, {'name': '250 salariés et plus', 'value': 34}, {'name': 'non renseigné', 'value': 32}]"
Etudes Marketing et Opinion,"Diriger le centre de coûts et suivre le budget,Elaborer la stratégie ,Manager les équipes de production : définir l'organisation, gérer les ressources humaines et fixer les objectifs,Optimiser les moyens et les outils nécessaires à la production des études,Planifier et assurer le suivi du travail de ses équipes, relayé le cas échéant par des directeurs opérationnels,Développer l'offre de prestations et les techniques de production","[{'name': 'sans salariés', 'value': 17}, {'name': '1-9 salariés', 'value': 117}, {'name': '10-49 salariés', 'value': 52}, {'name': '50 salariés et plus', 'value': 15}, {'name': '250 salariés et plus', 'value': 20}, {'name': 'non renseigné', 'value': 48}]"
Etudes Marketing et Opinion,"Diriger le centre de coûts et suivre le budget,Elaborer la stratégie ,Manager les équipes de production : définir l'organisation, gérer les ressources humaines et fixer les objectifs,Optimiser les moyens et les outils nécessaires à la production des études,Planifier et assurer le suivi du travail de ses équipes, relayé le cas échéant par des directeurs opérationnels,Développer l'offre de prestations et les techniques de production","[{'name': 'sans salariés', 'value': 17}, {'name': '1-9 salariés', 'value': 117}, {'name': '10-49 salariés', 'value': 52}, {'name': '50 salariés et plus', 'value': 15}, {'name': '250 salariés et plus', 'value': 20}, {'name': 'non renseigné', 'value': 48}]"
Offre de services,"Définir les objectifs et le contenu pédagogique,Déterminer les moyens pédagogiques à utiliser en fonction de la cible et du sujet de la formation,Réaliser et mettre à jour les supports de formation,Délivrer la formation aux apprenants, en sessions individuelles ou collectives, inter ou intra-entreprises,Evaluer les stagiaires et faire évaluer la formation,Réaliser une veille sur les thèmes de la formation et se former aux évolutions produits ou méthodologiques","[{'name': 'sans salariés', 'value': 24}, {'name': '1-9 salariés', 'value': 890}, {'name': '10-49 salariés', 'value': 305}, {'name': '50 salariés et plus', 'value': 581}, {'name': '250 salariés et plus', 'value': 485}, {'name': 'non renseigné', 'value': 178}]"
Offre de services,"Définir les objectifs et le contenu pédagogique,Déterminer les moyens pédagogiques à utiliser en fonction de la cible et du sujet de la formation,Réaliser et mettre à jour les supports de formation,Délivrer la formation aux apprenants, en sessions individuelles ou collectives, inter ou intra-entreprises,Evaluer les stagiaires et faire évaluer la formation,Réaliser une veille sur les thèmes de la formation et se former aux évolutions produits ou méthodologiques","[{'name': 'sans salariés', 'value': 24}, {'name': '1-9 salariés', 'value': 890}, {'name': '10-49 salariés', 'value': 305}, {'name': '50 salariés et plus', 'value': 581}, {'name': '250 salariés et plus', 'value': 485}, {'name': 'non renseigné', 'value': 178}]"
Mise en œuvre / Réalisation,"Identifier les conditions de fonctionnement,Documenter la faisabilité Produit/Process,Définir l'isostatisme des pièces,Vérifier et contrôler la conformité des pièces,Analyser les défauts et mettre en place des plans d'actions,Organiser les réunions d'état d'avancement avec le client, les fournisseurs et les personnes métiers,Définir les standards liés à l'activité géométrie","[{'name': '50 salariés et plus', 'value': 1}]"
Mise en œuvre / Réalisation,"Identifier les conditions de fonctionnement,Documenter la faisabilité Produit/Process,Définir l'isostatisme des pièces,Vérifier et contrôler la conformité des pièces,Analyser les défauts et mettre en place des plans d'actions,Organiser les réunions d'état d'avancement avec le client, les fournisseurs et les personnes métiers,Définir les standards liés à l'activité géométrie","[{'name': '50 salariés et plus', 'value': 1}]"
Exploitation / Amélioration Continue,"Effectuer les relevés sur le terrain, acquérir et collecter les données géographiques auprès des partenaires ou à partir de la documentation disponible,Structurer les données géographiques pour qu'elles soient utilisables et contrôler leur qualité,Assurer le développement et la maintenance des bases de données géographiques et des outils de géomatique,Analyser les données spatiales et statistiques pour interpréter les données en fonction des besoins du projet,Transmettre les analyses aux utilisateurs via des outils de modélisation et de simulation pour accompagner la prise de décision et faire le lien avec le SI existant,Réaliser les livrables cartographiques (cartes, atlas, réseaux...) nécessaires aux projets à partir des données du SIG","[{'name': 'sans salariés', 'value': 11}, {'name': '1-9 salariés', 'value': 34}, {'name': '10-49 salariés', 'value': 23}, {'name': '50 salariés et plus', 'value': 86}, {'name': '250 salariés et plus', 'value': 57}, {'name': 'non renseigné', 'value': 19}]"
Exploitation / Amélioration Continue,"Effectuer les relevés sur le terrain, acquérir et collecter les données géographiques auprès des partenaires ou à partir de la documentation disponible,Structurer les données géographiques pour qu'elles soient utilisables et contrôler leur qualité,Assurer le développement et la maintenance des bases de données géographiques et des outils de géomatique,Analyser les données spatiales et statistiques pour interpréter les données en fonction des besoins du projet,Transmettre les analyses aux utilisateurs via des outils de modélisation et de simulation pour accompagner la prise de décision et faire le lien avec le SI existant,Réaliser les livrables cartographiques (cartes, atlas, réseaux...) nécessaires aux projets à partir des données du SIG","[{'name': 'sans salariés', 'value': 11}, {'name': '1-9 salariés', 'value': 34}, {'name': '10-49 salariés', 'value': 23}, {'name': '50 salariés et plus', 'value': 86}, {'name': '250 salariés et plus', 'value': 57}, {'name': 'non renseigné', 'value': 19}]"
Coordination Projets,"Effectuer les relevés sur le terrain, acquérir et collecter les données géographiques auprès des partenaires ou à partir de la documentation disponible,Structurer les données géographiques pour qu'elles soient utilisables et contrôler leur qualité,Assurer le développement et la maintenance des bases de données géographiques et des outils de géomatique,Analyser les données spatiales et statistiques pour interpréter les données en fonction des besoins du projet,Transmettre les analyses aux utilisateurs via des outils de modélisation et de simulation pour accompagner la prise de décision et faire le lien avec le SI existant,Réaliser les livrables cartographiques (cartes, atlas, réseaux...) nécessaires aux projets à partir des données du SIG","[{'name': 'sans salariés', 'value': 5}, {'name': '1-9 salariés', 'value': 50}, {'name': '10-49 salariés', 'value': 69}, {'name': '50 salariés et plus', 'value': 68}, {'name': '250 salariés et plus', 'value': 126}, {'name': 'non renseigné', 'value': 15}]"
Coordination Projets,"Effectuer les relevés sur le terrain, acquérir et collecter les données géographiques auprès des partenaires ou à partir de la documentation disponible,Structurer les données géographiques pour qu'elles soient utilisables et contrôler leur qualité,Assurer le développement et la maintenance des bases de données géographiques et des outils de géomatique,Analyser les données spatiales et statistiques pour interpréter les données en fonction des besoins du projet,Transmettre les analyses aux utilisateurs via des outils de modélisation et de simulation pour accompagner la prise de décision et faire le lien avec le SI existant,Réaliser les livrables cartographiques (cartes, atlas, réseaux...) nécessaires aux projets à partir des données du SIG","[{'name': 'sans salariés', 'value': 5}, {'name': '1-9 salariés', 'value': 50}, {'name': '10-49 salariés', 'value': 69}, {'name': '50 salariés et plus', 'value': 68}, {'name': '250 salariés et plus', 'value': 126}, {'name': 'non renseigné', 'value': 15}]"
